선수,연도,팀,연봉(만원),WAR
김도환,2024,삼성,"5,000",-0.11
디아즈,2024,삼성,"5,000",0.11
최충연,2024,삼성,"4,700",0.00
김민수,2024,삼성,"4,600",0.10
김동진,2024,삼성,"4,500",-0.08
이민호,2024,삼성,"4,500",0.00
김태훈,2024,삼성,"4,100",0.02
공민규,2024,삼성,"4,100",-0.17
최하늘,2024,삼성,"4,100",0.03
이승민,2024,삼성,"4,100",-0.52
황동재,2024,삼성,"4,100",0.39
이병헌,2024,삼성,"4,000",0.10
김영웅,2024,삼성,"3,800",3.17
김시현,2024,삼성,"3,700",0.00
윤정빈,2024,삼성,"3,700",1.26
양우현,2024,삼성,"3,700",-0.12
류승민,2024,삼성,"3,500",0.13
홍무원,2024,삼성,"3,500",0.00
홍승원,2024,삼성,"3,500",0.00
김서준,2024,삼성,"3,400",0.00
장재혁,2024,삼성,"3,300",0.00
오현석,2024,삼성,"3,300",0.00
한연욱,2024,삼성,"3,300",0.00
김태우,2024,삼성,"3,300",0.00
홍원표,2024,삼성,"3,300",0.02
김재상,2024,삼성,"3,200",0.03
이호성,2024,삼성,"3,200",-0.14
정진수,2024,삼성,"3,200",0.00
박장민,2024,삼성,"3,100",0.00
김민호,2024,삼성,"3,100",0.00
박권후,2024,삼성,"3,100",0.00
이창용,2024,삼성,"3,000",-0.26
김세민,2024,삼성,"3,000",0.00
김재혁,2024,삼성,"3,000",-0.11
주한울,2024,삼성,"3,000",0.00
김대호,2024,삼성,"3,000",0.00
양도근,2024,삼성,"3,000",0.00
김동현,2024,삼성,"3,000",0.00
유병선,2024,삼성,"3,000",0.00
김재형,2024,삼성,"3,000",0.00
이재호,2024,삼성,"3,000",0.00
이현준,2024,삼성,"3,000",0.00
신경민,2024,삼성,"3,000",0.00
김호진,2024,삼성,"3,000",-0.20
김성경,2024,삼성,"3,000",0.00
정민성,2024,삼성,"3,000",0.00
박준용,2024,삼성,"3,000",0.00
육선엽,2024,삼성,"3,000",-0.07
박진우,2024,삼성,"3,000",0.00
박시원,2024,삼성,"3,000",0.00
서현원,2024,삼성,"3,000",0.00
김재환,2024,두산,"150,000",1.82
알칸타라,2024,두산,"80,000",1.26
브랜든,2024,두산,"75,000",2.28
허경민,2024,두산,"60,000",4.01
정수빈,2024,두산,"60,000",2.39
라모스,2024,두산,"55,000",2.36
양의지,2024,두산,"50,000",2.66
제러드,2024,두산,"30,000",1.07
양석환,2024,두산,"30,000",2.59
김재호,2024,두산,"30,000",-0.19
홍건희,2024,두산,"30,000",1.32
강승호,2024,두산,"25,500",4.12
최원준,2024,두산,"25,000",1.14
발라조빅,2024,두산,"25,000",1.21
김명신,2024,두산,"22,500",-0.69
곽빈,2024,두산,"21,000",3.94
정철원,2024,두산,"16,500",-0.22
김강률,2024,두산,"15,000",1.41
박치국,2024,두산,"13,000",-0.16
최승용,2024,두산,"10,200",-0.23
이영하,2024,두산,"10,000",0.12
조수행,2024,두산,"9,500",1.66
김인태,2024,두산,"9,000",-0.42
이유찬,2024,두산,"8,500",1.18
박계범,2024,두산,"8,500",-0.41
박준영,2024,두산,"7,000",1.53
장승현,2024,두산,"6,000",-0.08
안승한,2024,두산,"5,500",0.00
박정수,2024,두산,"5,500",0.05
이승진,2024,두산,"5,500",0.00
김동주,2024,두산,"5,500",-0.31
김민규,2024,두산,"5,000",0.27
양찬열,2024,두산,"4,000",0.15
김기연,2024,두산,"4,000",1.57
김민혁,2024,두산,"3,800",0.22
김대한,2024,두산,"3,700",-0.51
박지훈,2024,두산,"3,600",0.00
이병헌,2024,두산,"3,600",1.30
시라카와,2024,두산,"3,600",0.91
박신지,2024,두산,"3,500",0.15
서예일,2024,두산,"3,400",-0.04
전민재,2024,두산,"3,400",0.31
김태근,2024,두산,"3,400",-0.71
최지강,2024,두산,"3,400",1.19
홍성호,2024,두산,"3,300",0.14
이교훈,2024,두산,"3,300",-0.46
박소준,2024,두산,"3,300",-0.07
김호준,2024,두산,"3,100",-0.22
백승우,2024,두산,"3,100",0.00
김도윤,2024,두산,"3,100",0.00
조제영,2024,두산,"3,100",0.00
최세창,2024,두산,"3,100",0.00
권민석,2024,두산,"3,100",0.00
오명진,2024,두산,"3,100",0.01
김정우,2024,두산,"3,100",-0.01
김택연,2024,두산,"3,000",2.65
여동건,2024,두산,"3,000",0.00
문원,2024,두산,"3,000",0.00
장원호,2024,두산,"3,000",0.00
류현준,2024,두산,"3,000",0.00
김태완,2024,두산,"3,000",0.00
손율기,2024,두산,"3,000",0.00
김무빈,2024,두산,"3,000",0.00
전다민,2024,두산,"3,000",0.23
박지호,2024,두산,"3,000",0.00
강태완,2024,두산,"3,000",0.00
임종성,2024,두산,"3,000",0.00
양현진,2024,두산,"3,000",0.00
이상연,2024,두산,"3,000",0.00
이민혁,2024,두산,"3,000",0.00
강현구,2024,두산,"3,000",0.00
전형근,2024,두산,"3,000",0.00
최종인,2024,두산,"3,000",-0.04
이주엽,2024,두산,"3,000",0.00
제환유,2024,두산,"3,000",0.00
남율,2024,두산,"3,000",0.00
김문수,2024,두산,"3,000",0.00
박민준,2024,두산,"3,000",-0.11
한충희,2024,두산,"3,000",0.00
윤준호,2024,두산,"3,000",-0.08
임서준,2024,두산,"3,000",0.00
김유성,2024,두산,"3,000",0.08
배창현,2024,두산,"3,000",0.00
최준호,2024,두산,"3,000",1.22
권휘,2024,두산,"3,000",-0.05
이원재,2024,두산,"3,000",0.00
에레디아,2024,SSG,"115,000",3.50
박종훈,2024,SSG,"110,000",0.08
김광현,2024,SSG,"100,000",2.31
최정,2024,SSG,"100,000",4.38
한유섬,2024,SSG,"90,000",-0.68
엘리아스,2024,SSG,"65,000",2.72
더거,2024,SSG,"65,000",-0.54
앤더슨,2024,SSG,"57,000",3.72
서진용,2024,SSG,"45,000",-0.10
노경은,2024,SSG,"35,000",2.04
박성한,2024,SSG,"30,000",2.82
오태곤,2024,SSG,"25,000",1.11
최지훈,2024,SSG,"25,000",1.94
김택형,2024,SSG,"20,500",-0.03
이지영,2024,SSG,"20,000",1.68
김성현,2024,SSG,"20,000",-0.50
문승원,2024,SSG,"18,000",1.09
고효준,2024,SSG,"15,300",-0.06
김민식,2024,SSG,"15,000",-0.11
최민준,2024,SSG,"14,400",-0.38
오원석,2024,SSG,"14,000",2.95
장지훈,2024,SSG,"13,000",0.46
하재훈,2024,SSG,"10,000",-1.79
강진성,2024,SSG,"8,500",-0.04
전의산,2024,SSG,"8,000",-1.25
이로운,2024,SSG,"7,400",0.49
조형우,2024,SSG,"6,300",-0.15
이건욱,2024,SSG,"6,100",-0.37
박민호,2024,SSG,"6,000",0.16
신범수,2024,SSG,"5,000",0.00
김찬형,2024,SSG,"5,000",-0.27
백승건,2024,SSG,"4,600",0.01
송영진,2024,SSG,"4,500",0.81
최준우,2024,SSG,"4,500",0.22
박대온,2024,SSG,"4,000",0.00
안상현,2024,SSG,"4,000",-0.43
최경모,2024,SSG,"3,700",-0.07
최상민,2024,SSG,"3,200",0.11
서상준,2024,SSG,"3,200",0.00
신헌민,2024,SSG,"3,200",-0.07
전경원,2024,SSG,"3,200",0.00
이정범,2024,SSG,"3,200",0.00
한두솔,2024,SSG,"3,200",0.61
이기순,2024,SSG,"3,100",0.44
김태윤,2024,SSG,"3,100",0.00
김창평,2024,SSG,"3,100",-0.07
류효승,2024,SSG,"3,100",-0.05
정성곤,2024,SSG,"3,100",0.00
이찬혁,2024,SSG,"3,000",0.00
정현승,2024,SSG,"3,000",-0.14
박지환,2024,SSG,"3,000",0.27
변건우,2024,SSG,"3,000",0.00
김규민,2024,SSG,"3,000",0.00
윤성보,2024,SSG,"3,000",0.00
이승민,2024,SSG,"3,000",0.00
백준서,2024,SSG,"3,000",0.00
박성빈,2024,SSG,"3,000",0.00
박기호,2024,SSG,"3,000",0.00
최현석,2024,SSG,"3,000",-0.02
정준재,2024,SSG,"3,000",1.11
최민창,2024,SSG,"3,000",-0.03
정동윤,2024,SSG,"3,000",0.00
김지현,2024,SSG,"3,000",0.00
허진,2024,SSG,"3,000",0.00
박정빈,2024,SSG,"3,000",0.00
추신수,2024,SSG,"3,000",1.38
최수호,2024,SSG,"3,000",0.00
허민혁,2024,SSG,"3,000",0.00
채현우,2024,SSG,"3,000",0.00
최유빈,2024,SSG,"3,000",0.00
박시후,2024,SSG,"3,000",0.14
고명준,2024,SSG,"3,000",0.50
조병현,2024,SSG,"3,000",1.19
김건우,2024,SSG,"3,000",0.00
현원회,2024,SSG,"3,000",0.00
김성민,2024,SSG,"3,000",0.00
안현서,2024,SSG,"3,000",0.00
김정민,2024,SSG,"3,000",0.00
박세직,2024,SSG,"3,000",0.00
김민준,2024,SSG,"3,000",0.00
김건이,2024,SSG,"3,000",0.00
이승훈,2024,SSG,"3,000",0.00
류현곤,2024,SSG,"3,000",0.00
박동원,2024,LG,"250,000",3.92
김현수,2024,LG,"100,000",0.66
오스틴,2024,LG,"80,000",4.71
켈리,2024,LG,"80,000",1.87
박해민,2024,LG,"60,000",1.31
엔스,2024,LG,"60,000",3.20
홍창기,2024,LG,"51,000",4.62
에르난데스,2024,LG,"44,000",0.56
최원태,2024,LG,"40,000",2.41
정우영,2024,LG,"32,000",-0.02
오지환,2024,LG,"30,000",2.39
문보경,2024,LG,"30,000",2.48
임찬규,2024,LG,"20,000",2.34
김진성,2024,LG,"20,000",1.16
함덕주,2024,LG,"20,000",0.18
문성주,2024,LG,"20,000",2.86
최동환,2024,LG,"13,000",-0.21
이우찬,2024,LG,"12,500",-0.62
김윤식,2024,LG,"12,000",-0.07
신민재,2024,LG,"11,500",1.94
허도환,2024,LG,"10,000",-0.59
백승현,2024,LG,"9,200",-0.24
유영찬,2024,LG,"8,500",1.07
이재원,2024,LG,"7,000",0.00
윤호솔,2024,LG,"7,000",0.10
구본혁,2024,LG,"7,000",0.97
이지강,2024,LG,"6,800",0.19
김유영,2024,LG,"6,700",0.78
박명근,2024,LG,"6,500",-0.22
배재준,2024,LG,"6,000",0.00
김민수,2024,LG,"6,000",-0.21
김대현,2024,LG,"5,700",-0.06
이영빈,2024,LG,"5,500",0.00
안익훈,2024,LG,"5,500",-0.04
이상영,2024,LG,"5,000",0.50
임준형,2024,LG,"4,800",-0.04
손주영,2024,LG,"4,300",2.84
최승민,2024,LG,"4,000",0.01
강효종,2024,LG,"3,800",-0.06
송찬의,2024,LG,"3,600",-0.13
김영준,2024,LG,"3,600",-0.21
김주성,2024,LG,"3,500",0.16
김범석,2024,LG,"3,300",0.16
전준호,2024,LG,"3,300",-0.03
성동현,2024,LG,"3,200",0.08
김진수,2024,LG,"3,200",0.03
김성진,2024,LG,"3,100",-0.05
우강훈,2024,LG,"3,100",0.11
김성우,2024,LG,"3,100",-0.25
심규빈,2024,LG,"3,000",0.00
김도윤,2024,LG,"3,000",0.00
김현종,2024,LG,"3,000",0.19
정지헌,2024,LG,"3,000",-0.23
김대원,2024,LG,"3,000",0.01
김종우,2024,LG,"3,000",0.00
진우영,2024,LG,"3,000",0.09
손용준,2024,LG,"3,000",0.00
강석현,2024,LG,"3,000",0.00
오승윤,2024,LG,"3,000",0.00
이태겸,2024,LG,"3,000",0.00
배강,2024,LG,"3,000",0.00
최명경,2024,LG,"3,000",-0.05
최원영,2024,LG,"3,000",0.28
이믿음,2024,LG,"3,000",-0.15
박민호,2024,LG,"3,000",0.00
김형욱,2024,LG,"3,000",0.00
김유민,2024,LG,"3,000",0.00
김단우,2024,LG,"3,000",0.00
이종준,2024,LG,"3,000",0.36
강민,2024,LG,"3,000",0.00
하영진,2024,LG,"3,000",0.00
김태우,2024,LG,"3,000",-0.11
함창건,2024,LG,"3,000",-0.17
조건희,2024,LG,"3,000",0.00
한지용,2024,LG,"3,000",0.00
김의준,2024,LG,"3,000",0.00
김주온,2024,LG,"3,000",-0.11
백선기,2024,LG,"3,000",0.00
허용주,2024,LG,"3,000",0.00
박세웅,2024,롯데,"135,000",2.55
전준우,2024,롯데,"130,000",1.65
유강남,2024,롯데,"100,000",0.03
반즈,2024,롯데,"85,000",5.70
윌커슨,2024,롯데,"60,000",5.39
노진혁,2024,롯데,"60,000",-0.31
레이예스,2024,롯데,"60,000",3.51
김원중,2024,롯데,"50,000",1.60
구승민,2024,롯데,"45,000",0.17
정훈,2024,롯데,"30,000",1.01
한현희,2024,롯데,"30,000",1.86
김민성,2024,롯데,"20,000",0.14
나균안,2024,롯데,"17,000",-0.32
최준용,2024,롯데,"16,300",0.07
한동희,2024,롯데,"16,200",-0.59
김상수,2024,롯데,"16,000",0.82
진해수,2024,롯데,"15,000",0.08
박승욱,2024,롯데,"13,500",0.89
오선진,2024,롯데,"10,000",0.14
이인복,2024,롯데,"10,000",-0.14
심재민,2024,롯데,"9,400",0.00
이학주,2024,롯데,"9,200",-0.26
윤동희,2024,롯데,"9,000",2.34
박진형,2024,롯데,"8,600",0.20
김민석,2024,롯데,"8,500",-0.45
고승민,2024,롯데,"8,000",2.19
신정락,2024,롯데,"8,000",0.00
김도규,2024,롯데,"8,000",0.00
황성빈,2024,롯데,"7,600",1.81
정보근,2024,롯데,"7,500",-0.51
이정훈,2024,롯데,"6,000",0.38
김진욱,2024,롯데,"6,000",1.87
지시완,2024,롯데,"5,800",0.00
신윤후,2024,롯데,"5,200",0.38
손성빈,2024,롯데,"5,000",0.28
손호영,2024,롯데,"4,500",2.68
진승현,2024,롯데,"4,300",0.00
장두성,2024,롯데,"4,000",0.07
최설우,2024,롯데,"4,000",0.00
나승엽,2024,롯데,"4,000",0.79
임준섭,2024,롯데,"4,000",0.24
정성종,2024,롯데,"3,900",0.00
최이준,2024,롯데,"3,800",-0.40
이민석,2024,롯데,"3,800",0.04
강태율,2024,롯데,"3,600",0.00
서동욱,2024,롯데,"3,300",-0.20
박진,2024,롯데,"3,300",0.68
김강현,2024,롯데,"3,200",0.34
이진하,2024,롯데,"3,200",0.00
정대선,2024,롯데,"3,200",0.02
박명현,2024,롯데,"3,200",0.00
현도훈,2024,롯데,"3,200",-0.19
이태연,2024,롯데,"3,100",0.00
신병률,2024,롯데,"3,100",0.00
이주찬,2024,롯데,"3,100",-0.41
홍민기,2024,롯데,"3,100",-0.02
김동혁,2024,롯데,"3,100",0.42
정우준,2024,롯데,"3,100",0.11
송재영,2024,롯데,"3,100",0.06
윤성빈,2024,롯데,"3,100",-0.06
최항,2024,롯데,"3,100",-0.22
유제모,2024,롯데,"3,000",0.00
기민성,2024,롯데,"3,000",0.00
김대현,2024,롯데,"3,000",0.00
고경표,2024,롯데,"3,000",0.00
강승구,2024,롯데,"3,000",0.00
백두산,2024,롯데,"3,000",-0.02
배세종,2024,롯데,"3,000",0.00
전하원,2024,롯데,"3,000",0.00
소한빈,2024,롯데,"3,000",0.00
안우진,2024,롯데,"3,000",0.00
이선우,2024,롯데,"3,000",-0.21
박성준,2024,롯데,"3,000",0.00
강성우,2024,롯데,"3,000",0.00
박준우,2024,롯데,"3,000",0.00
이호준,2024,롯데,"3,000",0.00
정현수,2024,롯데,"3,000",0.51
전미르,2024,롯데,"3,000",0.36
최우인,2024,롯데,"3,000",0.00
이병준,2024,롯데,"3,000",0.00
류현진,2024,한화,"250,000",3.36
채은성,2024,한화,"100,000",1.21
페냐,2024,한화,"65,000",0.32
최재훈,2024,한화,"60,000",1.70
페라자,2024,한화,"60,000",2.89
이태양,2024,한화,"50,000",-0.29
산체스,2024,한화,"50,000",1.56
안치홍,2024,한화,"50,000",1.98
바리아,2024,한화,"48,000",0.95
노시환,2024,한화,"35,000",2.51
장시환,2024,한화,"20,000",0.20
박상원,2024,한화,"19,500",0.56
김범수,2024,한화,"19,300",0.11
정은원,2024,한화,"17,800",0.10
김민우,2024,한화,"16,700",0.61
장민재,2024,한화,"15,000",0.32
강재민,2024,한화,"14,500",0.00
윤대경,2024,한화,"11,000",-0.13
김강민,2024,한화,"11,000",0.05
주현상,2024,한화,"11,000",3.03
정우람,2024,한화,"10,000",0.00
문동주,2024,한화,"10,000",1.19
문현빈,2024,한화,"8,000",-0.13
김태연,2024,한화,"7,800",1.09
이도윤,2024,한화,"7,500",0.76
이진영,2024,한화,"7,000",0.06
하주석,2024,한화,"7,000",0.14
김인환,2024,한화,"6,900",-0.80
장진혁,2024,한화,"5,800",0.76
이민우,2024,한화,"5,600",0.94
배민서,2024,한화,"5,100",-0.03
이명기,2024,한화,"5,000",-0.10
이재원,2024,한화,"5,000",0.00
한승혁,2024,한화,"4,900",0.81
최인호,2024,한화,"4,800",1.69
와이스,2024,한화,"4,800",1.45
한승주,2024,한화,"4,500",-0.31
김기중,2024,한화,"4,400",0.53
이상규,2024,한화,"4,400",0.10
박상언,2024,한화,"4,200",0.54
김규연,2024,한화,"4,100",0.29
남지민,2024,한화,"4,000",0.11
조한민,2024,한화,"3,800",0.00
이원석,2024,한화,"3,600",0.54
임종찬,2024,한화,"3,400",-0.23
이충호,2024,한화,"3,400",-0.05
김서현,2024,한화,"3,300",0.87
권광민,2024,한화,"3,300",0.00
유로결,2024,한화,"3,300",-0.10
허관회,2024,한화,"3,300",0.00
김건,2024,한화,"3,200",0.00
장지수,2024,한화,"3,200",-0.09
장규현,2024,한화,"3,200",0.00
이상혁,2024,한화,"3,100",-0.02
이재용,2024,한화,"3,100",0.00
이민준,2024,한화,"3,100",0.00
서정훈,2024,한화,"3,000",0.00
김선동,2024,한화,"3,000",0.00
김도빈,2024,한화,"3,000",-0.02
권동욱,2024,한화,"3,000",0.00
승지환,2024,한화,"3,000",0.00
권현,2024,한화,"3,000",0.00
원종혁,2024,한화,"3,000",0.00
이승현,2024,한화,"3,000",0.00
최준서,2024,한화,"3,000",0.00
이기창,2024,한화,"3,000",0.00
황영묵,2024,한화,"3,000",1.16
정안석,2024,한화,"3,000",0.00
조동욱,2024,한화,"3,000",0.18
황준서,2024,한화,"3,000",1.56
정이황,2024,한화,"3,000",0.00
성지훈,2024,한화,"3,000",0.00
김진욱,2024,한화,"3,000",0.00
박민우,2024,NC,"100,000",5.00
박건우,2024,NC,"80,000",2.96
박세혁,2024,NC,"70,000",0.67
데이비슨,2024,NC,"56,000",2.45
카스타노,2024,NC,"52,000",1.90
손아섭,2024,NC,"50,000",1.15
하트,2024,NC,"50,000",5.74
이용찬,2024,NC,"40,000",0.10
김영규,2024,NC,"22,500",1.48
이재학,2024,NC,"20,000",1.24
신민혁,2024,NC,"18,000",2.31
류진욱,2024,NC,"16,500",-0.60
김주원,2024,NC,"16,000",3.58
권희동,2024,NC,"15,000",2.92
임정호,2024,NC,"13,500",0.28
송명기,2024,NC,"13,500",-0.11
서호철,2024,NC,"12,000",1.00
김시훈,2024,NC,"11,000",1.58
김휘집,2024,NC,"11,000",1.28
요키시,2024,NC,"10,000",-0.27
김성욱,2024,NC,"9,500",0.23
심창민,2024,NC,"8,500",0.00
최성영,2024,NC,"8,300",-0.54
도태훈,2024,NC,"8,000",0.03
오영수,2024,NC,"7,200",0.22
안중열,2024,NC,"7,100",0.00
이용준,2024,NC,"6,700",0.09
최정원,2024,NC,"6,600",0.30
윤형준,2024,NC,"6,500",0.00
배재환,2024,NC,"6,300",-0.09
김재열,2024,NC,"6,000",1.81
김진호,2024,NC,"6,000",0.00
김형준,2024,NC,"5,800",0.61
천재환,2024,NC,"5,000",-0.19
이준호,2024,NC,"4,500",0.02
김태현,2024,NC,"4,000",-0.13
한석현,2024,NC,"3,900",-0.34
김한별,2024,NC,"3,800",0.02
채원후,2024,NC,"3,500",-0.03
송승환,2024,NC,"3,500",0.14
한재승,2024,NC,"3,400",0.73
전사민,2024,NC,"3,400",-0.23
전루건,2024,NC,"3,200",-0.09
최보성,2024,NC,"3,200",0.00
소이현,2024,NC,"3,200",0.00
박영빈,2024,NC,"3,200",-0.03
이우석,2024,NC,"3,200",0.00
김수윤,2024,NC,"3,200",0.01
문상인,2024,NC,"3,100",0.00
박한결,2024,NC,"3,100",-0.37
조현진,2024,NC,"3,100",0.00
박주찬,2024,NC,"3,100",0.00
김민균,2024,NC,"3,000",0.00
원종해,2024,NC,"3,000",0.00
김세훈,2024,NC,"3,000",-0.11
고승완,2024,NC,"3,000",0.00
김재민,2024,NC,"3,000",0.00
김준원,2024,NC,"3,000",0.00
조현민,2024,NC,"3,000",0.00
손주환,2024,NC,"3,000",0.09
김민규,2024,NC,"3,000",0.06
최우석,2024,NC,"3,000",0.02
홍유원,2024,NC,"3,000",0.00
임상현,2024,NC,"3,000",-0.23
박인우,2024,NC,"3,000",0.00
김태호,2024,NC,"3,000",0.00
서의태,2024,NC,"3,000",-0.05
최우재,2024,NC,"3,000",0.00
김휘건,2024,NC,"3,000",0.00
김범준,2024,NC,"3,000",0.00
임형원,2024,NC,"3,000",0.00
박시원,2024,NC,"3,000",-0.20
안인산,2024,NC,"3,000",0.00
김택우,2024,NC,"3,000",0.00
박주현,2024,NC,"3,000",0.00
목지훈,2024,NC,"3,000",-0.22
신용석,2024,NC,"3,000",0.00
신영우,2024,NC,"3,000",-0.14
이현우,2024,NC,"3,000",0.00
고영표,2024,KT,"200,000",1.03
황재균,2024,KT,"100,000",0.12
쿠에바스,2024,KT,"100,000",4.43
벤자민,2024,KT,"90,000",3.39
로하스,2024,KT,"50,000",6.79
장성우,2024,KT,"50,000",2.56
오재일,2024,KT,"50,000",-1.04
배정대,2024,KT,"32,000",0.51
김상수,2024,KT,"30,000",1.58
강백호,2024,KT,"29,000",2.41
심우준,2024,KT,"29,000",0.40
엄상백,2024,KT,"25,000",2.85
김민혁,2024,KT,"24,000",1.42
우규민,2024,KT,"22,000",0.99
소형준,2024,KT,"22,000",0.00
주권,2024,KT,"20,000",-0.27
박경수,2024,KT,"20,000",0.09
김민수,2024,KT,"16,000",0.66
박영현,2024,KT,"16,000",2.22
조용호,2024,KT,"15,000",-0.47
오윤석,2024,KT,"14,000",0.45
신본기,2024,KT,"13,000",1.00
손동현,2024,KT,"12,000",-0.25
문상철,2024,KT,"11,000",2.49
김준태,2024,KT,"10,000",0.19
박시영,2024,KT,"9,000",0.28
이호연,2024,KT,"8,500",-0.43
송민섭,2024,KT,"6,500",-0.20
문용익,2024,KT,"6,300",-0.30
조이현,2024,KT,"6,000",0.13
이상동,2024,KT,"6,000",-0.20
이채호,2024,KT,"5,300",-0.10
장준원,2024,KT,"5,300",-0.05
강현우,2024,KT,"5,000",0.35
김민,2024,KT,"5,000",1.77
안치영,2024,KT,"5,000",-0.08
권동진,2024,KT,"4,600",-0.08
하준호,2024,KT,"4,500",0.00
홍현빈,2024,KT,"4,500",-0.17
천성호,2024,KT,"4,500",0.07
정준영,2024,KT,"4,200",0.15
김영현,2024,KT,"4,100",-0.03
이선우,2024,KT,"4,000",0.15
강민성,2024,KT,"3,600",0.00
이정현,2024,KT,"3,500",0.00
김태오,2024,KT,"3,500",0.00
박세진,2024,KT,"3,500",-0.05
강건,2024,KT,"3,500",-0.13
전용주,2024,KT,"3,200",-0.09
양승혁,2024,KT,"3,200",0.00
김병준,2024,KT,"3,100",0.26
박민석,2024,KT,"3,100",-0.30
조대현,2024,KT,"3,100",0.59
한차현,2024,KT,"3,100",-0.26
김정운,2024,KT,"3,100",0.00
류현인,2024,KT,"3,100",0.00
이승현,2024,KT,"3,000",0.00
김민석,2024,KT,"3,000",0.00
이승언,2024,KT,"3,000",0.00
김지민,2024,KT,"3,000",0.00
박태완,2024,KT,"3,000",0.00
박정현,2024,KT,"3,000",0.00
원상현,2024,KT,"3,000",0.04
육청명,2024,KT,"3,000",0.59
김민성,2024,KT,"3,000",0.00
최윤서,2024,KT,"3,000",0.00
신호준,2024,KT,"3,000",0.00
이현민,2024,KT,"3,000",0.00
한민우,2024,KT,"3,000",0.00
최성민,2024,KT,"3,000",0.00
김주완,2024,KT,"3,000",0.00
김규대,2024,KT,"3,000",0.00
이태규,2024,KT,"3,000",0.00
최용준,2024,KT,"3,000",0.00
김성균,2024,KT,"3,000",0.00
성재헌,2024,KT,"3,000",-0.08
조용근,2024,KT,"3,000",0.00
신범준,2024,KT,"3,000",0.00
김건형,2024,KT,"3,000",-0.22
윤준혁,2024,KT,"3,000",-0.16
최정태,2024,KT,"3,000",0.00
이준명,2024,KT,"3,000",0.00
정진호,2024,KT,"3,000",0.00
황의준,2024,KT,"3,000",0.00
김건웅,2024,KT,"3,000",0.00
김철호,2024,KT,"3,000",0.00
이종혁,2024,KT,"3,000",0.00
이근혁,2024,KT,"3,000",0.00
안현민,2024,KT,"3,000",-0.01
박시윤,2024,KT,"3,000",0.00
윤강찬,2024,KT,"3,000",0.00
후라도,2024,키움,"120,000",5.70
이형종,2024,키움,"68,000",0.47
김혜성,2024,키움,"65,000",6.09
최주환,2024,키움,"65,000",-0.57
헤이수스,2024,키움,"60,000",4.14
도슨,2024,키움,"55,000",3.42
원종현,2024,키움,"50,000",0.00
이원석,2024,키움,"40,000",-0.52
조상우,2024,키움,"34,000",0.70
이용규,2024,키움,"20,000",1.50
정찬헌,2024,키움,"20,000",0.02
김재웅,2024,키움,"19,000",0.42
송성문,2024,키움,"13,000",6.00
김태진,2024,키움,"11,000",0.39
김성민,2024,키움,"9,000",0.56
하영민,2024,키움,"8,000",2.65
문성현,2024,키움,"7,500",-0.12
임지열,2024,키움,"7,200",-0.80
김선기,2024,키움,"7,000",0.48
임병욱,2024,키움,"7,000",-0.04
이주형,2024,키움,"6,600",1.62
김동혁,2024,키움,"6,000",-0.24
이명종,2024,키움,"6,000",-0.04
김재현,2024,키움,"5,500",0.14
김웅빈,2024,키움,"5,000",-0.47
변상권,2024,키움,"4,800",0.70
김수환,2024,키움,"4,700",-0.10
박승주,2024,키움,"4,500",-0.06
김주형,2024,키움,"4,500",-0.06
윤석원,2024,키움,"4,300",-0.34
신준우,2024,키움,"4,200",0.00
오석주,2024,키움,"4,000",-0.26
장재영,2024,키움,"4,000",-0.15
박찬혁,2024,키움,"4,000",0.00
박수종,2024,키움,"4,000",-0.57
윤정현,2024,키움,"4,000",0.00
조영건,2024,키움,"4,000",-0.47
김동헌,2024,키움,"4,000",-0.13
김준형,2024,키움,"3,700",0.00
김시앙,2024,키움,"3,600",-0.04
박주홍,2024,키움,"3,600",-0.17
주성원,2024,키움,"3,500",-0.01
오상원,2024,키움,"3,300",0.00
김병휘,2024,키움,"3,300",0.01
김인범,2024,키움,"3,300",0.98
주승우,2024,키움,"3,200",0.45
이종민,2024,키움,"3,200",0.18
김건희,2024,키움,"3,200",0.36
송재선,2024,키움,"3,100",0.00
이승원,2024,키움,"3,100",-0.77
김동규,2024,키움,"3,100",-0.01
조성훈,2024,키움,"3,100",0.00
손현기,2024,키움,"3,000",-0.08
이재상,2024,키움,"3,000",-1.22
김윤하,2024,키움,"3,000",0.45
전준표,2024,키움,"3,000",-0.17
이우현,2024,키움,"3,000",0.00
김연주,2024,키움,"3,000",-0.05
심휘윤,2024,키움,"3,000",0.00
박승호,2024,키움,"3,000",0.00
박범준,2024,키움,"3,000",0.00
박채울,2024,키움,"3,000",0.00
김지성,2024,키움,"3,000",0.00
송지후,2024,키움,"3,000",0.04
김주훈,2024,키움,"3,000",0.00
고영우,2024,키움,"3,000",-0.27
양지율,2024,키움,"3,000",0.13
박준형,2024,키움,"3,000",-0.27
이명기,2024,키움,"3,000",0.00
주승빈,2024,키움,"3,000",0.00
노운현,2024,키움,"3,000",0.00
김동욱,2024,키움,"3,000",0.16
서유신,2024,키움,"3,000",0.00
안겸,2024,키움,"3,000",0.00
변헌성,2024,키움,"3,000",0.00
이호열,2024,키움,"3,000",0.00
박성빈,2024,키움,"3,000",-0.07
우승원,2024,키움,"3,000",0.00
박윤성,2024,키움,"3,000",-0.03
원성준,2024,키움,"1,500",-0.22
신효수,2024,키움,"1,500",0.00
