순위,선수명,팀명,ERA,G,W,L,SV,HLD,WPCT,IP,H,HR,BB,HBP,SO,R,ER,WHIP,CG,SHO,QS,BSV,TBF,NP,AVG,2B,3B,SAC,SF,IBB,WP,BK,연도,현재연봉,WAR_x,예측연봉,tier,mean_ERA,park_factor,Adj_ERA,연차,QS_G,SO_G,K_BB,cFIP,pFIP,WAR_won,RA_9,salary_cluster,current_cluster,exp_QS,K%,BB%,SO/9,HR/9,NP/IP,K-BB,QS-expQS
21,이승호,키움,5.51,38,1,3,0,5,0.25,47.0,0.3,55,31,1,37,39,29,1.82,0,0,0,1,224,830,0.296,7,1,5,1,2,8,0,2021,10000.0,-0.45,8500.0,3.0,4.438151658767772,976,78.61408382862696,5,0.0,0.9736842105263158,1.1935483870967742,3.767,19.447851063829788,-0.45,7.468085106382978,1,1,0.0,16.517857142857142,13.839285714285715,7.085106382978724,10.53191489361702,17.659574468085108,2.678571428571427,0.0
23,김선기,키움,6.52,21,3,2,0,0,0.6,48.0,0.3,53,22,7,25,38,35,1.55,0,0,2,1,224,863,0.277,12,0,1,3,0,4,1,2021,5300.0,-0.11,6300.0,1.0,4.438151658767772,976,66.436135260082,13,0.0952380952380952,1.1904761904761905,1.1363636363636365,3.767,18.892,-0.2075471698113207,7.125,0,1,0.1904761904761904,11.160714285714286,9.821428571428571,4.6875,9.9375,17.979166666666668,1.3392857142857153,1.8095238095238095
2,김대유,LG,2.13,64,4,1,0,24,0.8,50.0,0.6,32,15,9,56,13,12,0.93,0,0,0,2,209,840,0.177,1,0,2,2,0,2,0,2021,4000.0,1.93,12500.0,3.0,4.438151658767772,944,196.6955476937454,12,0.0,0.875,3.733333333333333,3.767,11.287,4.824999999999999,2.34,1,0,0.0,26.794258373205743,7.177033492822966,10.080000000000002,5.76,16.8,19.61722488038278,0.0
4,고우석,LG,2.17,63,1,5,30,0,0.167,58.0,47.0,3,23,3,68,15,14,1.21,0,0,0,7,240,922,0.224,10,1,4,0,5,1,0,2021,18000.0,2.52,27000.0,1.0,4.438151658767772,944,193.06982331229383,5,0.0,1.0793650793650793,2.9565217391304346,3.767,3.4394137931034483,1.4,2.327586206896552,3,2,0.0,28.333333333333332,9.583333333333334,10.551724137931034,0.46551724137931033,15.89655172413793,18.75,0.0
6,정우영,LG,2.22,70,7,3,2,27,0.7,65.0,43.0,0,26,8,41,16,16,1.06,0,0,0,3,263,1004,0.191,9,0,2,2,1,2,0,2021,18000.0,2.49,28000.0,1.0,4.438151658767772,944,188.72140386832325,3,0.0,0.5857142857142857,1.5769230769230769,3.767,4.074692307692308,1.3833333333333335,2.2153846153846155,3,2,0.0,15.5893536121673,9.885931558935361,5.676923076923076,0.0,15.446153846153846,5.7034220532319395,0.0
7,최성훈,LG,2.43,46,1,1,0,3,0.5,40.0,0.6,40,19,1,33,14,11,1.45,0,0,0,0,179,666,0.255,7,1,1,1,1,0,0,2021,7200.0,0.39,10500.0,3.0,4.438151658767772,944,172.41214674390028,10,0.0,0.717391304347826,1.736842105263158,3.767,16.617,0.5416666666666667,3.15,1,1,0.0,18.435754189944134,10.614525139664805,7.425,9.0,16.65,7.82122905027933,0.0
8,진해수,LG,2.44,50,1,0,0,5,1.0,44.0,0.3,41,18,3,39,17,12,1.33,0,0,0,1,188,744,0.25,4,0,0,3,1,1,0,2021,25000.0,0.82,30000.0,3.0,4.438151658767772,944,171.7055395851138,17,0.0,0.78,2.1666666666666665,3.767,15.539727272727273,0.3279999999999999,3.477272727272727,3,3,0.0,20.74468085106383,9.574468085106384,7.9772727272727275,8.386363636363637,16.90909090909091,11.170212765957446,0.0
9,이정용,LG,2.97,66,3,3,0,15,0.5,69.0,0.6,55,23,1,74,25,23,1.12,0,0,0,0,284,1132,0.214,13,2,2,1,1,0,0,2021,5000.0,1.31,14000.0,1.0,4.438151658767772,944,141.06448369955476,3,0.0,1.121212121212121,3.217391304347826,3.767,13.02786956521739,2.62,3.260869565217391,1,1,0.0,26.056338028169012,8.098591549295776,9.652173913043478,7.173913043478261,16.405797101449274,17.957746478873236,0.0
12,켈리,LG,3.15,30,13,8,0,0,0.619,177.0,160.0,12,60,11,142,64,62,1.24,0,0,17,0,744,2902,0.241,25,0,4,5,3,7,1,2021,70000.0,5.63,90000.0,0.0,4.438151658767772,944,133.00365605958024,14,0.5666666666666667,4.733333333333333,2.3666666666666667,3.767,4.247225988700565,0.8042857142857143,3.2542372881355934,3,3,9.633333333333333,19.086021505376344,8.064516129032258,7.220338983050848,0.6101694915254238,16.3954802259887,11.021505376344086,7.366666666666667
15,임찬규,LG,3.87,17,1,8,0,0,0.111,90.0,0.6,76,41,3,67,45,39,1.29,0,0,7,0,387,1446,0.226,9,3,6,1,1,5,0,2021,22000.0,1.79,20000.0,4.0,4.438151658767772,944,108.25878981593738,11,0.4117647058823529,3.941176470588236,1.6341463414634143,3.767,14.722555555555555,0.8136363636363636,4.5,2,2,2.8823529411764706,17.31266149870801,10.594315245478036,6.7,7.6,16.066666666666666,6.718346253229974,4.117647058823529
16,송은범,LG,4.1,35,2,2,0,4,0.5,37.0,0.3,34,13,2,19,18,17,1.26,0,0,0,0,155,590,0.25,7,0,0,4,1,4,0,2021,27000.0,0.54,15000.0,3.0,4.438151658767772,944,102.18573575309212,19,0.0,0.5428571428571428,1.4615384615384617,3.767,15.902135135135136,0.2,4.378378378378379,2,3,0.0,12.258064516129032,8.38709677419355,4.621621621621621,8.27027027027027,15.945945945945946,3.870967741935482,0.0
17,배재준,LG,4.13,15,2,2,0,0,0.5,32.0,0.6,42,13,3,23,17,15,1.68,0,0,1,0,151,610,0.313,10,0,0,1,0,1,0,2021,3000.0,0.35,5000.0,3.0,4.438151658767772,944,101.4434664861205,9,0.0666666666666666,1.5333333333333334,1.7692307692307692,3.767,20.892,1.1666666666666667,4.78125,0,0,0.0666666666666666,15.2317880794702,8.609271523178808,6.46875,11.8125,19.0625,6.622516556291391,0.9333333333333333
19,이민호,LG,4.3,25,8,9,0,0,0.471,115.0,89.0,13,45,14,100,58,55,1.17,0,0,7,0,477,1991,0.22,17,0,11,3,1,6,0,2021,7000.0,2.13,9800.0,2.0,4.438151658767772,944,97.43291083434366,2,0.28,4.0,2.2222222222222223,3.767,5.0365652173913045,3.042857142857143,4.539130434782608,1,1,1.9600000000000002,20.964360587002094,9.433962264150944,7.826086956521739,1.017391304347826,17.31304347826087,11.53039832285115,5.04
21,김윤식,LG,4.46,35,7,4,0,1,0.636,66.0,0.6,65,36,6,56,37,33,1.52,0,0,0,1,301,1167,0.258,9,2,5,2,2,0,2,2021,5000.0,0.22,7000.0,4.0,4.438151658767772,944,93.9375597730219,2,0.0,1.6,1.5555555555555556,3.767,16.782151515151515,0.44,5.045454545454545,0,1,0.0,18.6046511627907,11.960132890365449,7.636363636363637,8.863636363636363,17.681818181818183,6.64451827242525,0.0
23,이우찬,LG,5.56,15,0,1,0,0,0.0,34.0,36.0,3,25,1,27,25,21,1.79,0,0,0,0,161,648,0.271,3,1,0,2,0,0,0,2021,5000.0,-0.21,5000.0,3.0,4.438151658767772,944,75.35279075317945,11,0.0,1.8,1.08,3.767,5.619941176470588,-0.42,6.61764705882353,0,1,0.0,16.77018633540373,15.527950310559005,7.147058823529411,0.7941176470588236,19.058823529411764,1.2422360248447237,0.0
7,최준용,롯데,2.85,44,4,2,1,20,0.667,47.0,0.3,41,16,1,45,16,15,1.2,0,0,0,2,195,764,0.234,7,0,3,0,3,1,0,2021,4200.0,2.12,10700.0,3.0,4.438151658767772,1050,163.51085058618108,2,0.0,1.0227272727272727,2.8125,3.767,14.27763829787234,5.047619047619048,3.0638297872340425,1,0,0.0,23.076923076923077,8.205128205128204,8.617021276595745,7.851063829787234,16.25531914893617,14.871794871794872,0.0
8,김원중,롯데,3.59,61,4,4,35,0,0.5,62.0,0.6,50,28,3,64,26,25,1.24,0,0,0,5,268,1028,0.217,8,0,6,1,4,8,0,2021,17000.0,1.86,28000.0,1.0,4.438151658767772,1050,129.80666411437775,10,0.0,1.0491803278688523,2.2857142857142856,3.767,13.686354838709676,1.0941176470588236,3.774193548387097,3,2,0.0,23.88059701492537,10.44776119402985,9.29032258064516,7.258064516129032,16.580645161290324,13.432835820895521,0.0
9,박세웅,롯데,3.98,28,10,9,0,0,0.526,163.0,141.0,20,53,10,125,75,72,1.19,1,1,18,0,685,2609,0.229,24,0,5,1,0,17,0,2021,16500.0,5.23,26000.0,0.0,4.438151658767772,1050,117.0869156207578,8,0.6428571428571429,4.464285714285714,2.358490566037736,3.767,4.987858895705521,3.16969696969697,4.141104294478527,2,2,11.571428571428573,18.248175182481752,7.737226277372263,6.901840490797547,1.1042944785276074,16.006134969325153,10.51094890510949,6.428571428571427
10,스트레일리,롯데,4.07,31,10,12,0,0,0.455,165.0,0.6,162,67,7,164,85,75,1.38,0,0,14,0,714,2968,0.259,25,2,6,8,0,8,1,2021,90000.0,4.37,40000.0,0.0,4.438151658767772,1050,114.49777006649045,13,0.4516129032258064,5.290322580645161,2.4477611940298507,3.767,15.88821212121212,0.4855555555555556,4.636363636363637,3,3,6.322580645161289,22.969187675070028,9.38375350140056,8.945454545454545,8.836363636363636,17.98787878787879,13.585434173669467,7.677419354838711
11,이인복,롯데,4.11,25,3,0,0,1,1.0,61.0,0.3,75,14,5,45,31,28,1.45,0,0,1,0,271,950,0.299,17,3,1,0,1,0,0,2021,4800.0,1.24,8500.0,1.0,4.438151658767772,1050,113.3834365378628,8,0.04,1.8,3.2142857142857144,3.767,19.20962295081967,2.583333333333333,4.573770491803279,1,0,0.04,16.605166051660518,5.166051660516605,6.639344262295082,11.065573770491804,15.573770491803279,11.439114391143914,0.96
12,구승민,롯데,4.33,68,6,5,0,20,0.545,62.0,0.3,47,31,4,65,30,30,1.25,0,0,0,3,262,1043,0.213,7,2,5,1,0,4,1,2021,15000.0,1.38,18100.0,1.0,4.438151658767772,1050,107.62261528189748,9,0.0,0.9558823529411764,2.096774193548387,3.767,13.218612903225806,0.9199999999999998,4.35483870967742,2,2,0.0,24.80916030534351,11.83206106870229,9.435483870967742,6.82258064516129,16.822580645161292,12.977099236641221,0.0
14,김대우,롯데,5.09,39,2,2,0,9,0.5,35.0,0.3,32,24,4,31,22,20,1.58,0,0,0,3,160,671,0.26,7,0,5,4,0,5,0,2021,5000.0,0.15,6500.0,3.0,4.438151658767772,1050,91.55322675257683,19,0.0,0.7948717948717948,1.2916666666666667,3.767,16.281285714285715,0.3,5.657142857142857,0,1,0.0,19.375,15.0,7.9714285714285715,8.228571428571428,19.17142857142857,4.375,0.0
16,이승헌,롯데,5.77,16,0,3,0,0,0.0,57.0,0.6,65,43,7,31,39,37,1.87,0,0,1,0,278,1051,0.291,10,0,4,1,0,11,1,2021,4200.0,0.73,5300.0,1.0,4.438151658767772,1050,80.76359171067871,4,0.0625,1.9375,0.7209302325581395,3.767,20.13542105263157,1.738095238095238,6.157894736842105,0,0,0.0625,11.151079136690647,15.467625899280577,4.894736842105264,10.263157894736842,18.43859649122807,-4.31654676258993,0.9375
17,김도규,롯데,5.79,43,2,1,0,5,0.667,42.0,41.0,3,22,0,39,28,27,1.5,0,0,0,0,182,742,0.263,5,1,2,2,1,2,0,2021,3000.0,0.22,5700.0,3.0,4.438151658767772,1050,80.48461557350882,4,0.0,0.9069767441860463,1.7727272727272727,3.767,4.409857142857143,0.7333333333333333,6.0,0,0,0.0,21.428571428571427,12.087912087912088,8.357142857142858,0.6428571428571428,17.666666666666668,9.34065934065934,0.0
19,김진욱,롯데,6.31,39,4,6,0,8,0.4,45.0,0.6,42,49,3,45,32,32,1.99,0,0,0,0,227,994,0.247,9,0,3,2,3,15,0,2021,3000.0,0.26,5100.0,1.0,4.438151658767772,1050,73.85196896523234,1,0.0,1.1538461538461535,0.9183673469387756,3.767,17.367,0.8666666666666667,6.4,0,0,0.0,19.823788546255507,21.58590308370044,9.0,8.4,22.08888888888889,-1.7621145374449334,0.0
20,나균안,롯데,6.41,23,1,2,1,1,0.333,46.0,0.3,62,24,0,27,36,33,1.86,0,0,1,0,223,861,0.315,13,0,1,1,0,1,1,2021,4300.0,0.05,5800.0,1.0,4.438151658767772,1050,72.69983216390267,5,0.0434782608695652,1.173913043478261,1.125,3.767,21.68004347826087,0.1162790697674418,7.043478260869565,0,0,0.0434782608695652,12.10762331838565,10.762331838565023,5.282608695652175,12.130434782608695,18.717391304347824,1.3452914798206272,0.9565217391304348
25,서준원,롯데,7.33,26,1,3,0,3,0.25,54.0,72.0,5,29,2,37,46,44,1.87,0,0,0,0,257,978,0.332,13,2,5,4,3,1,0,2021,8500.0,-0.3,8400.0,1.0,4.438151658767772,1050,63.57516018698719,3,0.0,1.4230769230769231,1.2758620689655171,3.767,5.322555555555556,-0.3529411764705882,7.666666666666667,1,1,0.0,14.396887159533073,11.284046692607005,6.166666666666667,0.8333333333333333,18.11111111111111,3.112840466926068,0.0
2,류진욱,NC,2.08,44,1,0,1,7,1.0,43.0,0.3,40,22,0,31,15,10,1.43,0,0,0,0,190,769,0.242,6,1,2,1,0,4,0,2021,3000.0,0.86,7500.0,3.0,4.438151658767772,1026,218.92036547575643,7,0.0,0.7045454545454546,1.4090909090909092,3.767,15.953046511627909,2.8666666666666667,3.1395348837209305,0,0,0.0,16.315789473684212,11.578947368421053,6.488372093023255,8.372093023255815,17.88372093023256,4.736842105263159,0.0
3,이용찬,NC,2.19,39,1,3,16,3,0.25,37.0,27.0,2,11,1,35,11,9,1.03,0,0,0,4,151,610,0.199,4,0,2,1,3,2,1,2021,10000.0,1.38,40000.0,3.0,4.438151658767772,1026,207.92436538336685,15,0.0,0.8974358974358975,3.1818181818181817,3.767,3.550783783783784,1.38,2.675675675675676,3,1,0.0,23.178807947019866,7.28476821192053,8.513513513513514,0.4864864864864865,16.486486486486488,15.894039735099337,0.0
4,루친스키,NC,3.17,30,15,10,0,0,0.6,178.0,0.6,160,55,10,177,76,63,1.2,0,0,19,0,754,2969,0.234,24,1,3,1,0,6,2,2021,130000.0,5.79,160000.0,0.0,4.438151658767772,1026,143.6449085771525,11,0.6333333333333333,5.9,3.2181818181818183,3.767,14.559134831460671,0.4453846153846154,3.842696629213483,3,3,12.033333333333333,23.47480106100796,7.294429708222812,8.94943820224719,8.089887640449438,16.679775280898877,16.180371352785148,6.966666666666667
5,파슨스,NC,3.72,24,4,8,0,0,0.333,133.0,109.0,9,63,11,148,56,55,1.29,1,0,13,0,577,2370,0.218,16,2,0,2,0,10,1,2021,32000.0,4.39,44000.0,0.0,4.438151658767772,1026,122.407086072466,10,0.5416666666666666,6.166666666666667,2.3492063492063493,3.767,4.090308270676692,1.371875,3.789473684210526,3,3,7.041666666666666,25.64991334488735,10.918544194107453,10.015037593984962,0.6090225563909775,17.81954887218045,14.731369150779896,5.958333333333334
8,홍성민,NC,3.92,53,3,4,0,14,0.429,41.0,0.3,53,12,2,26,19,18,1.57,0,0,0,2,185,720,0.317,9,0,3,1,1,2,1,2021,11000.0,1.07,12500.0,3.0,4.438151658767772,1026,116.16182657897284,10,0.0,0.490566037735849,2.1666666666666665,3.767,20.3279756097561,0.9727272727272728,4.170731707317073,1,2,0.0,14.054054054054054,6.486486486486487,5.7073170731707314,11.634146341463415,17.5609756097561,7.5675675675675675,0.0
9,임정호,NC,4.15,60,0,4,0,12,0.0,34.0,0.6,37,25,3,24,20,16,1.79,0,0,0,0,165,660,0.278,4,1,3,1,2,0,0,2021,13000.0,0.82,10500.0,3.0,4.438151658767772,1026,109.72394221435503,9,0.0,0.4,0.96,3.767,18.972882352941177,0.6307692307692307,5.294117647058823,1,2,0.0,14.545454545454545,15.151515151515152,6.352941176470589,9.794117647058822,19.41176470588235,-0.6060606060606073,0.0
10,원종현,NC,4.25,61,2,2,14,6,0.5,53.0,67.0,5,23,3,45,27,25,1.7,0,0,0,7,245,904,0.315,9,0,4,2,2,4,0,2021,30000.0,0.09,27000.0,1.0,4.438151658767772,1026,107.1422023975467,16,0.0,0.7377049180327869,1.9565217391304348,3.767,4.767,0.03,4.584905660377358,3,3,0.0,18.367346938775512,9.387755102040817,7.6415094339622645,0.8490566037735849,17.056603773584907,8.979591836734695,0.0
11,신민혁,NC,4.41,30,9,6,0,0,0.6,145.0,155.0,17,44,5,107,75,71,1.37,0,0,9,0,625,2490,0.271,28,3,2,2,0,2,2,2021,4000.0,3.51,12000.0,0.0,4.438151658767772,1026,103.25495695908695,4,0.3,3.566666666666667,2.4318181818181817,3.767,4.829068965517241,8.774999999999999,4.655172413793104,1,0,2.6999999999999997,17.119999999999997,7.04,6.641379310344828,1.0551724137931033,17.17241379310345,10.079999999999998,6.300000000000001
16,이재학,NC,5.2,17,6,6,0,0,0.5,83.0,74.0,14,52,6,65,50,48,1.52,2,1,4,0,370,1502,0.239,16,1,2,1,0,3,0,2021,20000.0,1.65,18000.0,4.0,4.438151658767772,1026,87.56814619030258,12,0.2352941176470588,3.823529411764706,1.25,3.767,6.48989156626506,0.825,5.421686746987953,2,2,0.9411764705882352,17.56756756756757,14.054054054054054,7.048192771084337,1.5180722891566263,18.096385542168676,3.513513513513514,3.058823529411765
17,김영규,NC,5.37,37,5,3,0,6,0.625,63.0,0.6,69,28,1,42,40,38,1.52,0,0,1,0,286,1088,0.274,8,0,4,1,0,3,0,2021,8300.0,0.67,9500.0,1.0,4.438151658767772,1026,84.79597024014403,4,0.027027027027027,1.135135135135135,1.5,3.767,18.052714285714288,0.8072289156626506,5.7142857142857135,1,1,0.027027027027027,14.685314685314685,9.79020979020979,6.0,9.857142857142858,17.26984126984127,4.895104895104895,0.972972972972973
22,송명기,NC,5.91,24,8,9,0,0,0.471,123.0,0.3,147,58,9,102,83,81,1.66,0,0,6,0,574,2254,0.292,39,2,1,3,1,2,1,2021,11000.0,1.48,13000.0,2.0,4.438151658767772,1026,77.04811509129837,3,0.25,4.25,1.7586206896551724,3.767,19.27919512195122,1.3454545454545457,6.073170731707317,1,2,1.5,17.770034843205575,10.104529616724738,7.463414634146341,10.75609756097561,18.32520325203252,7.665505226480837,4.5
1,오승환,삼성,2.03,64,0,2,44,0,0.0,62.0,56.0,3,16,2,57,17,14,1.16,0,0,0,1,252,1003,0.245,15,3,4,1,3,2,0,2021,110000.0,2.54,160000.0,1.0,4.438151658767772,1042,227.8105432727103,17,0.0,0.890625,3.5625,3.767,3.428290322580645,0.2309090909090909,2.467741935483871,3,3,0.0,22.61904761904762,6.349206349206349,8.274193548387096,0.43548387096774194,16.177419354838708,16.269841269841272,0.0
2,백정현,삼성,2.63,27,14,5,0,0,0.737,157.0,0.6,142,54,2,109,54,46,1.24,0,0,15,0,648,2503,0.244,25,1,5,4,2,5,0,2021,25500.0,6.15,80000.0,0.0,4.438151658767772,1042,175.83855621429728,15,0.5555555555555556,4.037037037037037,2.0185185185185186,3.767,15.206490445859872,2.411764705882353,3.095541401273885,3,3,8.333333333333334,16.820987654320987,8.333333333333332,6.248407643312102,8.140127388535031,15.94267515923567,8.487654320987655,6.666666666666666
3,원태인,삼성,3.06,26,14,7,0,0,0.667,158.0,0.6,147,51,5,129,59,54,1.25,0,0,16,0,655,2522,0.249,32,1,6,2,1,5,1,2021,13000.0,6.03,30000.0,0.0,4.438151658767772,1042,151.12921661555615,3,0.6153846153846154,4.961538461538462,2.5294117647058822,3.767,15.292316455696202,4.638461538461539,3.3607594936708862,3,2,9.846153846153847,19.69465648854962,7.786259541984733,7.348101265822785,8.373417721518987,15.962025316455696,11.908396946564885,6.153846153846153
4,뷰캐넌,삼성,3.1,30,16,5,0,0,0.762,177.0,173.0,13,59,2,162,71,61,1.31,1,1,20,0,758,2967,0.25,25,4,3,3,2,7,0,2021,90000.0,5.69,110000.0,0.0,4.438151658767772,1042,149.1791622076135,12,0.6666666666666666,5.4,2.7457627118644066,3.767,3.92519209039548,0.6322222222222224,3.610169491525424,3,3,13.333333333333332,21.372031662269126,7.783641160949868,8.23728813559322,0.6610169491525424,16.76271186440678,13.588390501319259,6.666666666666668
5,우규민,삼성,3.31,60,3,3,2,24,0.5,49.0,58.0,5,9,2,35,22,18,1.37,0,0,0,4,213,786,0.294,4,1,3,2,1,1,0,2021,20000.0,0.77,20000.0,3.0,4.438151658767772,1042,139.71462321558968,19,0.0,0.5833333333333334,3.888888888888889,3.767,4.338428571428572,0.385,4.040816326530612,2,2,0.0,16.431924882629108,4.225352112676056,6.428571428571429,0.9183673469387755,16.040816326530614,12.206572769953052,0.0
15,이승현,삼성,5.26,41,1,4,0,7,0.2,39.0,0.3,35,23,3,46,24,23,1.47,0,0,0,1,174,744,0.246,8,0,4,2,0,5,0,2021,15000.0,-0.16,10000.0,3.0,4.438151658767772,1042,87.91927810714864,1,0.0,1.1219512195121952,2.0,3.767,15.074692307692308,-0.1066666666666666,5.538461538461538,1,2,0.0,26.436781609195403,13.218390804597702,10.615384615384615,8.076923076923077,19.076923076923077,13.218390804597702,0.0
18,김대우,삼성,6.35,31,0,2,0,1,0.0,51.0,68.0,7,15,2,27,39,36,1.63,0,0,0,0,234,839,0.315,18,0,0,1,1,1,0,2021,15500.0,-0.03,12000.0,3.0,4.438151658767772,1042,72.82762249505542,11,0.0,0.8709677419354839,1.8,3.767,5.492490196078432,-0.0193548387096774,6.88235294117647,1,2,0.0,11.538461538461538,6.41025641025641,4.764705882352941,1.2352941176470589,16.45098039215686,5.128205128205129,0.0
23,이승민,삼성,8.58,11,1,4,0,0,0.2,35.0,0.6,50,18,3,22,34,34,1.91,0,0,1,0,173,732,0.336,6,1,0,3,0,0,0,2021,3700.0,-0.11,4100.0,3.0,4.438151658767772,1042,53.899231100652905,2,0.0909090909090909,2.0,1.2222222222222223,3.767,22.88128571428572,-0.2972972972972973,8.742857142857142,0,0,0.0909090909090909,12.716763005780345,10.404624277456648,5.657142857142857,12.857142857142858,20.914285714285715,2.3121387283236974,0.9090909090909091
3,김택형,SSG,2.39,59,5,1,7,4,0.833,75.0,0.3,61,42,3,62,23,20,1.37,0,0,0,3,316,1277,0.231,11,0,3,4,5,3,0,2021,3000.0,2.27,12500.0,4.0,4.438151658767772,1027,190.71053362152725,7,0.0,1.0508474576271187,1.4761904761904765,3.767,14.487,7.566666666666666,2.76,1,0,0.0,19.62025316455696,13.291139240506327,7.4399999999999995,7.32,17.026666666666667,6.329113924050633,0.0
4,박종훈,SSG,2.82,9,4,2,0,0,0.667,54.0,0.3,40,17,7,41,19,17,1.05,0,0,6,0,222,867,0.205,7,0,2,1,0,0,2,2021,32000.0,2.09,180000.0,1.0,4.438151658767772,1027,161.63055863668447,12,0.6666666666666666,4.555555555555555,2.411764705882353,3.767,13.211444444444444,0.653125,3.166666666666667,3,3,4.0,18.46846846846847,7.657657657657657,6.833333333333334,6.666666666666666,16.055555555555557,10.810810810810812,2.0
5,문승원,SSG,2.86,9,2,2,0,0,0.5,50.0,0.3,42,18,2,32,20,16,1.19,0,0,5,0,212,858,0.22,14,0,1,0,0,1,0,2021,25700.0,1.74,160000.0,1.0,4.438151658767772,1027,159.36999138302454,10,0.5555555555555556,3.555555555555556,1.7777777777777777,3.767,14.607,0.6770428015564203,3.6,3,3,2.7777777777777777,15.09433962264151,8.49056603773585,5.76,7.56,17.16,6.60377358490566,2.2222222222222223
6,서진용,SSG,3.34,65,7,5,9,3,0.583,67.0,0.3,57,43,0,62,28,25,1.49,0,0,0,5,297,1132,0.232,8,1,4,4,7,3,0,2021,17000.0,1.27,18500.0,1.0,4.438151658767772,1027,136.46651956750006,11,0.0,0.953846153846154,1.441860465116279,3.767,14.901328358208955,0.7470588235294119,3.761194029850746,2,2,0.0,20.875420875420875,14.47811447811448,8.328358208955224,7.656716417910448,16.895522388059703,6.397306397306396,0.0
7,폰트,SSG,3.46,25,8,5,0,0,0.615,145.0,0.6,114,45,6,157,66,56,1.09,0,0,13,0,604,2526,0.211,22,1,8,4,1,2,1,2021,85000.0,4.09,110000.0,0.0,4.438151658767772,1027,131.73357669232664,16,0.52,6.28,3.488888888888889,3.767,12.877344827586208,0.4811764705882352,4.096551724137932,3,3,6.76,25.99337748344371,7.450331125827815,9.744827586206895,7.075862068965518,17.420689655172414,18.543046357615893,6.24
8,박민호,SSG,3.73,40,4,0,0,5,1.0,41.0,45.0,3,11,4,19,18,17,1.37,0,0,0,3,177,703,0.283,5,0,3,0,0,0,0,2021,10000.0,0.65,12000.0,3.0,4.438151658767772,1027,122.19790224006708,8,0.0,0.475,1.7272727272727273,3.767,4.888951219512196,0.6500000000000001,3.951219512195122,1,1,0.0,10.734463276836157,6.214689265536723,4.170731707317073,0.6585365853658536,17.146341463414632,4.519774011299434,0.0
10,장지훈,SSG,3.92,60,2,5,1,10,0.286,80.0,0.3,84,19,4,51,40,35,1.28,0,0,0,2,342,1239,0.268,12,2,5,1,1,1,1,2021,3000.0,1.33,10500.0,4.0,4.438151658767772,1027,116.27504473353322,1,0.0,0.85,2.6842105263157894,3.767,17.0045,4.433333333333334,4.5,1,0,0.0,14.912280701754385,5.555555555555555,5.7375,9.450000000000001,15.4875,9.35672514619883,0.0
14,김태훈,SSG,4.97,65,2,4,1,16,0.333,58.0,55.0,7,38,10,49,35,32,1.6,0,0,0,7,269,1012,0.253,5,0,3,1,3,4,1,2021,16000.0,0.94,15000.0,1.0,4.438151658767772,1027,91.70989443771634,13,0.0,0.7538461538461538,1.2894736842105263,3.767,6.1290689655172415,0.5875,5.431034482758621,2,2,0.0,18.21561338289963,14.12639405204461,7.603448275862069,1.0862068965517242,17.448275862068964,4.08921933085502,0.0
19,이태양,SSG,5.73,40,5,10,0,4,0.333,103.0,0.6,123,32,1,62,66,66,1.5,0,0,4,0,456,1644,0.298,23,1,5,5,1,2,0,2021,10000.0,0.74,12000.0,2.0,4.438151658767772,1027,79.54592938140492,12,0.1,1.55,1.9375,3.767,19.048553398058253,0.74,5.766990291262136,1,1,0.4,13.596491228070176,7.017543859649122,5.417475728155339,10.74757281553398,15.96116504854369,6.578947368421054,3.6
20,최민준,SSG,5.86,38,3,3,0,4,0.5,86.0,93.0,11,50,7,62,56,56,1.66,0,0,1,1,398,1672,0.278,17,0,3,4,0,5,1,2021,3000.0,0.63,6500.0,2.0,4.438151658767772,1027,77.78125859308024,4,0.0263157894736842,1.631578947368421,1.24,3.767,5.976302325581395,2.1,5.86046511627907,0,0,0.0263157894736842,15.577889447236181,12.562814070351758,6.488372093023255,1.1511627906976745,19.441860465116278,3.0150753768844236,0.9736842105263158
22,오원석,SSG,5.89,33,7,6,0,2,0.538,110.0,125.0,11,73,10,95,84,72,1.8,0,0,5,0,530,2098,0.283,20,3,1,5,1,2,1,2021,2700.0,-0.06,6500.0,2.0,4.438151658767772,1027,77.38508919447372,2,0.1515151515151515,2.878787878787879,1.3013698630136987,3.767,5.603363636363636,-0.2222222222222222,6.872727272727273,0,0,0.7575757575757575,17.92452830188679,13.773584905660377,7.7727272727272725,0.9,19.072727272727274,4.150943396226415,4.242424242424242
2,정철원,두산,3.1,58,4,3,3,23,0.571,72.0,0.6,60,26,2,47,26,25,1.18,0,0,0,3,294,1162,0.232,12,2,5,2,2,7,0,2022,3000.0,1.68,10000.0,4.0,4.14504412393272,953,127.42667903573812,5,0.0,0.8103448275862069,1.807692307692308,3.784,14.478444444444444,5.6,3.25,1,0,0.0,15.98639455782313,8.843537414965986,5.875,7.5,16.13888888888889,7.142857142857144,0.0
4,홍건희,두산,3.48,58,2,9,18,9,0.182,62.0,58.0,5,21,2,60,30,24,1.27,0,0,0,4,265,1009,0.25,9,0,6,4,3,4,0,2022,25000.0,0.36,30000.0,1.0,4.14504412393272,953,113.51227155482418,12,0.0,1.0344827586206895,2.857142857142857,3.784,4.009806451612903,0.144,4.35483870967742,3,3,0.0,22.641509433962266,7.9245283018867925,8.70967741935484,0.7258064516129032,16.274193548387096,14.716981132075475,0.0
