순위,선수명,팀명,ERA,G,W,L,SV,HLD,WPCT,IP,H,HR,BB,HBP,SO,R,ER,WHIP,CG,SHO,QS,BSV,TBF,NP,AVG,2B,3B,SAC,SF,IBB,WP,BK,연도,현재연봉,WAR_x,예측연봉,tier,mean_ERA,park_factor,Adj_ERA,연차,QS_G,SO_G,K_BB,cFIP,pFIP,WAR_won,RA_9,salary_cluster,current_cluster,exp_QS,K%,BB%,SO/9,HR/9,NP/IP,K-BB,QS-expQS
18,이승호,키움,5.08,24,6,6,0,0,0.5,118.0,0.6,132,40,5,73,71,67,1.45,0,0,8,0,517,1941,0.284,20,1,4,4,0,3,1,2020,8500.0,2.1,10000.0,2.0,4.756261441365127,969,90.72475072210251,4,0.3333333333333333,3.0416666666666665,1.825,3.995,18.44415254237288,2.4705882352941178,5.415254237288135,1,1,2.6666666666666665,14.119922630560927,7.7369439071566735,5.567796610169491,10.067796610169491,16.449152542372882,6.382978723404253,5.333333333333334
20,조영건,키움,5.28,20,3,3,0,0,0.5,44.0,0.3,47,27,4,23,30,26,1.67,0,0,0,0,207,800,0.269,7,1,1,0,1,0,1,2020,2700.0,0.08,3800.0,3.0,4.756261441365127,969,87.28820713414409,2,0.0,1.15,0.8518518518518519,3.995,18.94954545454545,0.2962962962962963,6.136363636363636,0,0,0.0,11.11111111111111,13.043478260869565,4.704545454545454,9.613636363636363,18.181818181818183,-1.9323671497584538,0.0
21,조성운,키움,5.4,42,1,1,0,1,0.5,45.0,48.0,6,19,2,29,30,27,1.49,0,0,0,0,201,789,0.277,11,1,3,4,1,2,0,2020,3000.0,-0.02,4500.0,3.0,4.756261441365127,969,85.34846919782977,8,0.0,0.6904761904761905,1.5263157894736843,3.995,5.839444444444444,-0.0666666666666666,6.0,0,0,0.0,14.427860696517413,9.45273631840796,5.800000000000001,1.2,17.533333333333335,4.975124378109454,0.0
1,정우영,LG,3.12,65,4,4,5,20,0.5,75.0,48.0,3,29,11,59,26,26,1.03,0,0,0,4,305,1129,0.185,5,0,4,1,3,1,0,2020,8000.0,2.03,18000.0,1.0,4.756261441365127,939,143.14517607185428,2,0.0,0.9076923076923076,2.034482758620689,3.995,4.541666666666667,2.5375,3.12,2,1,0.0,19.34426229508197,9.508196721311474,7.08,0.36,15.053333333333333,9.836065573770494,0.0
2,켈리,LG,3.32,28,15,7,0,0,0.682,173.0,0.3,160,40,11,134,67,64,1.15,1,1,20,0,705,2621,0.247,29,1,3,4,0,4,0,2020,90000.0,5.57,70000.0,0.0,4.756261441365127,939,134.52197269403177,13,0.7142857142857143,4.785714285714286,3.35,3.995,15.353381502890173,0.6188888888888888,3.485549132947977,3,3,14.285714285714286,19.00709219858156,5.673758865248227,6.971098265895954,8.323699421965317,15.15028901734104,13.333333333333332,5.7142857142857135
3,최동환,LG,3.47,54,4,1,0,4,0.8,57.0,54.0,6,12,2,42,23,22,1.16,0,0,0,2,228,790,0.261,10,1,1,6,0,3,0,2020,7000.0,0.95,12000.0,3.0,4.756261441365127,939,128.7069018282955,11,0.0,0.7777777777777778,3.5,3.995,4.626578947368421,1.357142857142857,3.631578947368421,1,1,0.0,18.421052631578945,5.263157894736842,6.63157894736842,0.9473684210526315,13.859649122807017,13.157894736842103,0.0
6,이민호,LG,3.69,20,4,4,0,0,0.5,97.0,0.6,94,44,10,67,46,40,1.41,0,0,7,0,434,1712,0.249,19,0,2,1,1,4,1,2020,2700.0,2.72,7000.0,2.0,4.756261441365127,939,121.03331960547033,1,0.35,3.35,1.5227272727272727,3.995,16.88159793814433,10.074074074074074,4.268041237113402,0,0,2.4499999999999997,15.43778801843318,10.138248847926267,6.216494845360825,8.721649484536082,17.649484536082475,5.299539170506913,4.550000000000001
7,이정용,LG,3.71,34,3,0,0,4,1.0,34.0,32.0,6,14,2,33,15,14,1.35,0,0,0,1,147,585,0.248,5,0,1,1,0,0,1,2020,2700.0,0.53,5000.0,3.0,4.756261441365127,939,120.38084887983436,2,0.0,0.9705882352941176,2.357142857142857,3.995,5.759705882352941,1.962962962962963,3.9705882352941178,0,0,0.0,22.448979591836736,9.523809523809524,8.735294117647058,1.5882352941176472,17.205882352941178,12.925170068027212,0.0
9,임찬규,LG,4.08,27,10,9,0,0,0.526,147.0,0.6,143,65,5,138,76,67,1.41,0,0,10,0,641,2601,0.253,29,2,2,4,0,4,0,2020,13500.0,2.83,22000.0,0.0,4.756261441365127,939,109.46395817259446,10,0.3703703703703703,5.111111111111111,2.123076923076923,3.995,16.192278911564625,2.096296296296296,4.653061224489796,2,2,3.703703703703703,21.528861154446176,10.14040561622465,8.448979591836736,8.755102040816325,17.693877551020407,11.388455538221526,6.296296296296298
10,고우석,LG,4.1,40,0,4,17,1,0.0,41.0,0.6,37,19,2,51,22,19,1.34,0,0,0,4,183,714,0.234,9,0,2,2,1,5,0,2020,22000.0,0.4,18000.0,3.0,4.756261441365127,939,108.92998764492329,4,0.0,1.275,2.6842105263157894,3.995,14.77548780487805,0.1818181818181818,4.829268292682928,2,2,0.0,27.86885245901639,10.382513661202186,11.195121951219512,8.121951219512196,17.414634146341463,17.486338797814206,0.0
12,진해수,LG,4.32,76,4,2,0,22,0.667,50.0,54.0,3,23,4,59,27,24,1.54,0,0,0,5,230,961,0.271,6,0,2,2,2,5,0,2020,25000.0,1.07,25000.0,1.0,4.756261441365127,939,103.38262716300586,16,0.0,0.7763157894736842,2.565217391304348,3.995,4.035,0.428,4.86,2,3,0.0,25.65217391304348,10.0,10.62,0.54,19.22,15.65217391304348,0.0
14,송은범,LG,4.5,56,4,2,2,6,0.667,56.0,66.0,4,19,3,28,29,28,1.52,0,0,0,0,247,935,0.3,8,1,2,3,1,2,0,2020,27000.0,0.21,27000.0,1.0,4.756261441365127,939,99.24732207648566,18,0.0,0.5,1.4736842105263157,3.995,5.102142857142857,0.0777777777777777,4.6607142857142865,3,3,0.0,11.336032388663968,7.6923076923076925,4.5,0.6428571428571428,16.696428571428573,3.6437246963562755,0.0
15,차우찬,LG,5.34,13,5,5,0,0,0.5,64.0,71.0,8,28,2,51,39,38,1.55,0,0,6,0,287,1159,0.284,14,1,2,5,1,1,0,2020,100000.0,0.7,30000.0,1.0,4.756261441365127,939,83.63538377231936,15,0.4615384615384615,3.923076923076923,1.821428571428572,3.995,5.4325,0.0699999999999999,5.484375,3,3,2.769230769230769,17.770034843205575,9.75609756097561,7.171875,1.125,18.109375,8.013937282229966,3.230769230769231
17,김대현,LG,5.85,33,4,0,0,3,1.0,32.0,0.3,37,23,1,28,24,21,1.86,0,0,0,2,158,599,0.285,7,2,2,2,1,3,0,2020,12000.0,-0.08,8000.0,3.0,4.756261441365127,939,76.34409390498895,5,0.0,0.8484848484848485,1.2173913043478262,3.995,19.52625,-0.0666666666666666,6.75,0,2,0.0,17.72151898734177,14.556962025316455,7.875,10.40625,18.71875,3.1645569620253156,0.0
18,김윤식,LG,6.25,23,2,4,0,2,0.333,67.0,0.6,87,24,6,38,50,47,1.64,0,0,1,0,308,1165,0.323,16,1,4,5,0,2,1,2020,2700.0,0.4,5000.0,4.0,4.756261441365127,939,71.45807189506966,1,0.0434782608695652,1.6521739130434785,1.5833333333333333,3.995,21.084552238805973,1.4814814814814814,6.7164179104477615,0,0,0.0434782608695652,12.337662337662337,7.792207792207792,5.104477611940299,11.686567164179104,17.388059701492537,4.545454545454545,0.9565217391304348
1,스트레일리,롯데,2.5,31,15,4,0,0,0.789,194.0,0.6,148,51,7,205,61,54,1.02,0,0,21,0,777,3157,0.209,27,2,6,4,0,4,0,2020,50000.0,8.18,90000.0,0.0,4.756261441365127,1043,198.4312273337531,12,0.6774193548387096,6.612903225806452,4.019607843137255,3.995,12.69603092783505,1.636,2.8298969072164946,3,3,14.225806451612902,26.383526383526384,6.563706563706563,9.510309278350515,6.865979381443299,16.27319587628866,19.81981981981982,6.774193548387098
2,김대우,롯데,3.1,46,0,1,0,0,0.0,49.0,0.3,48,26,2,43,22,17,1.5,0,0,0,0,216,797,0.259,11,0,2,1,1,5,1,2020,2900.0,0.92,5000.0,3.0,4.756261441365127,1043,160.02518333367183,18,0.0,0.9347826086956522,1.6538461538461535,3.995,16.688877551020408,3.1724137931034484,4.040816326530612,0,0,0.0,19.90740740740741,12.037037037037036,7.8979591836734695,8.816326530612244,16.26530612244898,7.870370370370372,0.0
3,구승민,롯데,3.58,57,5,2,0,20,0.714,60.0,0.3,40,26,0,58,25,24,1.09,0,0,0,3,238,974,0.193,9,0,4,1,2,1,0,2020,8000.0,1.22,15000.0,1.0,4.756261441365127,1043,138.56929283083318,8,0.0,1.0175438596491229,2.230769230769231,3.995,12.028333333333332,1.525,3.75,2,1,0.0,24.369747899159663,10.92436974789916,8.7,6.0,16.233333333333334,13.445378151260503,0.0
4,오현택,롯데,3.75,48,3,1,0,7,0.75,36.0,37.0,5,8,2,17,15,15,1.25,0,0,0,1,152,575,0.262,6,1,1,0,1,1,0,2020,6000.0,0.76,7500.0,3.0,4.756261441365127,1043,132.28748488916872,13,0.0,0.3541666666666667,2.125,3.995,5.689444444444445,1.2666666666666666,3.75,0,1,0.0,11.18421052631579,5.263157894736842,4.25,1.25,15.972222222222221,5.921052631578948,0.0
5,김원중,롯데,3.94,58,5,4,25,0,0.556,59.0,0.3,52,23,0,57,29,26,1.26,0,0,0,8,249,966,0.235,14,1,2,3,5,1,0,2020,10000.0,0.98,17000.0,1.0,4.756261441365127,1043,125.90813917116311,9,0.0,0.9827586206896552,2.4782608695652173,3.995,14.689915254237288,0.98,4.423728813559322,2,1,0.0,22.89156626506024,9.236947791164658,8.694915254237287,7.932203389830509,16.372881355932204,13.654618473895583,0.0
6,이인복,롯데,3.97,47,1,4,0,2,0.2,45.0,0.3,57,12,1,21,22,20,1.52,0,0,0,1,199,681,0.315,9,0,4,1,1,2,0,2020,3000.0,0.38,4800.0,3.0,4.756261441365127,1043,124.95669227566314,7,0.0,0.4468085106382978,1.75,3.995,20.395,1.2666666666666666,4.3999999999999995,0,0,0.0,10.552763819095476,6.030150753768844,4.2,11.399999999999999,15.133333333333333,4.522613065326633,0.0
8,이승헌,롯데,4.66,8,3,2,0,0,0.6,36.0,0.6,34,11,2,34,25,19,1.23,0,0,2,0,157,651,0.241,2,1,3,0,1,2,1,2020,2700.0,0.6,4200.0,3.0,4.756261441365127,1043,106.45452110179885,3,0.25,4.25,3.090909090909091,3.995,15.467222222222222,2.222222222222222,6.25,0,0,0.5,21.656050955414013,7.006369426751593,8.5,8.5,18.083333333333332,14.64968152866242,1.5
9,박세웅,롯데,4.7,28,8,10,0,0,0.444,147.0,0.3,177,47,8,108,85,77,1.52,0,0,8,0,658,2528,0.298,27,2,3,7,0,13,0,2020,11000.0,2.74,16500.0,0.0,4.756261441365127,1043,105.54852517752822,7,0.2857142857142857,3.857142857142857,2.297872340425532,3.995,19.30112244897959,2.4909090909090907,5.204081632653061,2,2,2.2857142857142856,16.41337386018237,7.142857142857142,6.612244897959184,10.83673469387755,17.197278911564627,9.27051671732523,5.714285714285714
11,노경은,롯데,4.87,25,5,10,0,0,0.333,133.0,139.0,19,40,3,77,76,72,1.35,1,0,11,0,574,2138,0.267,31,1,5,6,2,3,0,2020,20000.0,2.74,20000.0,2.0,4.756261441365127,1043,101.86407974011966,18,0.44,3.08,1.925,3.995,5.664172932330827,1.3700000000000003,5.142857142857142,2,2,4.84,13.414634146341465,6.968641114982578,5.210526315789474,1.2857142857142856,16.075187969924812,6.445993031358887,6.16
14,서준원,롯데,5.18,31,7,6,0,0,0.538,107.0,0.6,130,31,5,60,71,62,1.5,0,0,6,0,480,1850,0.298,18,0,6,2,1,3,0,2020,4600.0,1.31,8500.0,2.0,4.756261441365127,1043,95.76796685991944,2,0.1935483870967742,1.935483870967742,1.935483870967742,3.995,19.677242990654207,2.847826086956522,5.971962616822429,1,0,1.161290322580645,12.5,6.458333333333334,5.046728971962616,10.934579439252335,17.289719626168225,6.041666666666666,4.838709677419355
16,박진형,롯데,5.7,53,1,4,0,17,0.2,42.0,0.6,56,13,4,50,27,27,1.62,0,0,0,3,194,802,0.32,15,2,1,1,2,3,0,2020,9000.0,0.15,12000.0,3.0,4.756261441365127,1043,87.03124005866363,8,0.0,0.9433962264150944,3.8461538461538463,3.995,20.16166666666667,0.1666666666666666,5.7857142857142865,1,1,0.0,25.773195876288657,6.701030927835052,10.714285714285714,12.0,19.095238095238095,19.072164948453604,0.0
5,구창모,NC,1.74,15,9,0,0,1,1.0,93.0,0.3,58,18,0,102,20,18,0.81,0,0,12,0,348,1378,0.177,12,0,2,1,0,2,0,2020,18000.0,4.89,25000.0,4.0,4.756261441365127,1037,283.4622479710136,6,0.8,6.8,5.666666666666667,3.995,10.489623655913975,2.7166666666666663,1.935483870967742,2,2,9.600000000000001,29.310344827586203,5.172413793103448,9.870967741935484,5.612903225806452,14.817204301075268,24.137931034482754,2.3999999999999986
6,김진성,NC,2.66,48,3,0,0,6,1.0,47.0,0.3,41,10,0,56,16,14,1.08,0,0,0,1,190,727,0.232,8,2,1,2,1,2,0,2020,16000.0,1.08,20000.0,3.0,4.756261441365127,1037,185.4226734847984,17,0.0,1.1666666666666667,5.6,3.995,13.590744680851063,0.675,3.0638297872340425,2,2,0.0,29.47368421052631,5.263157894736842,10.72340425531915,7.851063829787234,15.46808510638298,24.21052631578947,0.0
7,루친스키,NC,3.05,30,19,5,0,0,0.792,183.0,173.0,14,57,11,167,67,62,1.26,0,0,20,0,770,3001,0.25,12,3,10,1,0,11,0,2020,100000.0,6.87,130000.0,0.0,4.756261441365127,1037,161.71288900641431,10,0.6666666666666666,5.566666666666666,2.929824561403509,3.995,4.279153005464481,0.687,3.295081967213115,3,3,13.333333333333332,21.688311688311686,7.402597402597403,8.213114754098362,0.6885245901639344,16.398907103825138,14.285714285714283,6.666666666666668
8,송명기,NC,3.7,36,9,3,0,0,0.75,87.0,0.6,78,39,2,72,37,36,1.33,0,0,2,2,372,1514,0.242,13,0,7,2,1,7,0,2020,2700.0,2.34,11000.0,4.0,4.756261441365127,1037,133.30386796474693,2,0.0555555555555555,2.0,1.8461538461538465,3.995,15.408793103448277,8.666666666666666,3.8275862068965516,1,0,0.111111111111111,19.35483870967742,10.483870967741936,7.448275862068965,8.068965517241379,17.402298850574713,8.870967741935484,1.888888888888889
10,원종현,NC,4.26,58,3,5,30,0,0.375,57.0,56.0,4,20,2,41,30,27,1.33,0,0,0,6,245,867,0.259,5,1,5,2,1,4,0,2020,26000.0,0.31,30000.0,1.0,4.756261441365127,1037,115.78035480506188,15,0.0,0.7068965517241379,2.05,3.995,4.626578947368421,0.1192307692307692,4.7368421052631575,3,3,0.0,16.73469387755102,8.16326530612245,6.473684210526316,0.631578947368421,15.210526315789474,8.571428571428571,0.0
11,임정호,NC,4.61,69,2,2,0,22,0.5,41.0,32.0,3,20,7,38,23,21,1.27,0,0,0,0,175,732,0.221,3,0,2,1,0,0,0,2020,9200.0,1.4,13000.0,3.0,4.756261441365127,1037,106.99008925587064,8,0.0,0.5507246376811594,1.9,3.995,5.068170731707317,1.5217391304347825,5.048780487804878,1,1,0.0,21.714285714285715,11.428571428571429,8.341463414634147,0.6585365853658536,17.853658536585368,10.285714285714286,0.0
14,김건태,NC,4.89,33,1,1,0,4,0.5,35.0,29.0,4,25,2,37,19,19,1.54,0,0,0,1,155,674,0.232,6,0,2,1,0,3,0,2020,9000.0,0.62,8000.0,3.0,4.756261441365127,1037,100.86386737618888,11,0.0,1.121212121212121,1.48,3.995,5.680714285714286,0.688888888888889,4.885714285714285,0,1,0.0,23.870967741935484,16.129032258064516,9.514285714285714,1.0285714285714285,19.257142857142856,7.741935483870968,0.0
15,문경찬,NC,5.02,56,0,5,10,11,0.0,52.0,51.0,11,15,2,44,35,29,1.27,0,0,0,3,225,875,0.248,10,1,0,2,0,0,0,2020,11500.0,0.4,11500.0,1.0,4.756261441365127,1037,98.25185487441506,6,0.0,0.7857142857142857,2.933333333333333,3.995,6.033461538461538,0.3478260869565218,6.057692307692308,1,2,0.0,19.555555555555557,6.666666666666667,7.615384615384615,1.9038461538461537,16.826923076923077,12.88888888888889,0.0
16,박진우,NC,5.23,43,2,2,0,7,0.5,43.0,47.0,2,13,6,22,29,25,1.4,0,0,0,1,194,741,0.281,7,0,4,4,1,0,0,2020,16000.0,-0.17,11500.0,3.0,4.756261441365127,1037,94.30675171502172,8,0.0,0.5116279069767442,1.6923076923076923,3.995,4.901976744186047,-0.10625,6.069767441860465,1,2,0.0,11.34020618556701,6.701030927835052,4.604651162790698,0.41860465116279066,17.232558139534884,4.639175257731959,0.0
18,임창민,NC,5.26,44,7,2,0,11,0.778,37.0,0.6,39,23,2,44,26,22,1.65,0,0,0,1,179,692,0.262,10,1,3,2,1,3,0,2020,16000.0,-0.26,14000.0,3.0,4.756261441365127,1037,93.7688805075216,13,0.0,1.0,1.9130434782608696,3.995,17.346351351351352,-0.1625,6.324324324324325,1,2,0.0,24.581005586592177,12.849162011173185,10.702702702702704,9.486486486486486,18.7027027027027,11.731843575418992,0.0
19,김영규,NC,5.45,20,2,2,0,1,0.5,67.0,0.6,83,14,2,55,47,41,1.43,0,0,4,0,296,1177,0.302,9,2,1,4,0,5,2,2020,6300.0,0.24,8300.0,4.0,4.756261441365127,1037,90.49987366414013,3,0.2,2.75,3.928571428571429,3.995,19.17410447761194,0.3809523809523809,6.313432835820896,1,1,0.8,18.58108108108108,4.72972972972973,7.388059701492538,11.149253731343284,17.567164179104477,13.85135135135135,3.2
20,신민혁,NC,5.79,17,2,3,0,0,0.4,42.0,57.0,10,13,3,26,27,27,1.67,0,0,1,0,196,715,0.317,7,0,0,0,0,0,0,2020,2700.0,0.27,4000.0,3.0,4.756261441365127,1037,85.18554602237714,3,0.0588235294117647,1.5294117647058822,2.0,3.995,6.995,1.0,5.7857142857142865,0,0,0.0588235294117647,13.26530612244898,6.63265306122449,5.571428571428571,2.142857142857143,17.023809523809526,6.63265306122449,0.9411764705882353
23,최성영,NC,6.08,14,2,4,0,0,0.333,60.0,0.6,67,35,3,27,45,41,1.68,0,0,2,0,278,1089,0.283,14,0,1,2,0,2,0,2020,9500.0,0.39,7200.0,1.0,4.756261441365127,1037,81.1224196495993,5,0.1428571428571428,1.9285714285714288,0.7714285714285715,3.995,19.511666666666667,0.4105263157894737,6.75,0,1,0.2857142857142856,9.712230215827338,12.589928057553957,4.05,10.05,18.15,-2.8776978417266186,1.7142857142857144
25,이재학,NC,6.55,19,5,6,0,0,0.455,90.0,0.6,105,43,5,61,66,66,1.63,0,0,5,0,410,1578,0.295,21,1,1,5,0,4,1,2020,27500.0,0.49,20000.0,4.0,4.756261441365127,1037,75.30142159840666,11,0.2631578947368421,3.210526315789474,1.4186046511627908,3.995,19.406111111111112,0.1781818181818182,6.6,2,3,1.3157894736842104,14.878048780487804,10.487804878048781,6.1000000000000005,10.5,17.533333333333335,4.390243902439023,3.6842105263157894
2,박민호,SSG,2.42,57,2,1,4,11,0.667,52.0,43.0,4,19,2,36,16,14,1.19,0,0,0,2,215,808,0.231,9,0,6,2,0,0,0,2020,10000.0,1.45,10000.0,3.0,4.756261441365127,1029,202.2393811225089,7,0.0,0.631578947368421,1.894736842105263,3.995,4.821923076923077,1.45,2.769230769230769,1,1,0.0,16.74418604651163,8.837209302325581,6.230769230769231,0.6923076923076923,15.538461538461538,7.906976744186048,0.0
4,문승원,SSG,3.65,25,6,8,0,0,0.429,145.0,0.6,136,45,6,117,64,59,1.24,1,0,13,0,610,2338,0.248,29,0,5,5,0,2,0,2020,25700.0,4.23,25700.0,0.0,4.756261441365127,1029,134.08748008670457,9,0.52,4.68,2.6,3.995,15.62948275862069,1.6459143968871597,3.972413793103448,2,3,6.76,19.18032786885246,7.377049180327869,7.262068965517241,8.441379310344827,16.124137931034483,11.803278688524589,6.24
5,서진용,SSG,4.13,63,2,7,8,12,0.222,61.0,52.0,11,34,1,56,33,28,1.41,0,0,0,5,264,1095,0.234,4,1,4,3,1,7,0,2020,20000.0,0.36,17000.0,1.0,4.756261441365127,1029,118.50346303062264,10,0.0,0.8888888888888888,1.6470588235294117,3.995,6.224508196721311,0.18,4.868852459016394,2,2,0.0,21.21212121212121,12.878787878787879,8.262295081967213,1.6229508196721312,17.950819672131146,8.333333333333332,0.0
6,박종훈,SSG,4.81,29,13,11,0,0,0.542,157.0,0.3,146,78,22,134,90,84,1.42,0,0,10,0,691,2861,0.249,21,3,2,2,1,5,0,2020,29000.0,3.11,32000.0,0.0,4.756261441365127,1029,101.75037470196914,11,0.3448275862068966,4.620689655172414,1.7179487179487178,3.995,16.287993630573247,1.0724137931034483,5.159235668789809,3,3,3.4482758620689657,19.39218523878437,11.287988422575976,7.681528662420383,8.369426751592357,18.222929936305732,8.104196816208395,6.551724137931034
10,이태양,SSG,5.46,53,2,1,0,4,0.667,56.0,68.0,8,16,1,45,35,34,1.5,0,0,0,0,250,939,0.301,12,1,4,3,2,3,0,2020,14000.0,0.37,10000.0,1.0,4.756261441365127,1029,89.63723485649662,11,0.0,0.8490566037735849,2.8125,3.995,5.155714285714286,0.2642857142857143,5.625,1,2,0.0,18.0,6.4,7.232142857142858,1.2857142857142856,16.767857142857142,11.6,0.0
13,이건욱,SSG,5.68,27,6,12,0,0,0.333,122.0,105.0,11,81,6,91,77,77,1.52,0,0,5,0,542,2241,0.234,16,4,1,6,0,6,1,2020,3000.0,1.84,3000.0,2.0,4.756261441365127,1029,86.16537012613935,7,0.1851851851851851,3.3703703703703702,1.123456790123457,3.995,5.814672131147541,6.133333333333334,5.680327868852459,0,0,0.9259259259259255,16.789667896678967,14.944649446494465,6.713114754098362,0.8114754098360656,18.368852459016395,1.8450184501845026,4.074074074074074
14,김세현,SSG,5.79,42,2,0,1,7,1.0,42.0,44.0,7,22,1,35,28,27,1.57,0,0,0,2,187,751,0.28,7,0,5,2,0,1,0,2020,12000.0,-0.32,8000.0,3.0,4.756261441365127,1029,84.52837691130769,15,0.0,0.8333333333333334,1.5909090909090908,3.995,6.137857142857143,-0.2666666666666666,6.0,0,2,0.0,18.71657754010695,11.76470588235294,7.5,1.5,17.88095238095238,6.95187165775401,0.0
19,김태훈,SSG,7.4,33,1,6,0,4,0.143,62.0,61.0,8,39,4,43,52,51,1.61,0,0,2,1,281,1108,0.26,13,0,0,3,0,10,0,2020,24000.0,0.37,16000.0,1.0,4.756261441365127,1029,66.13774355627993,12,0.0606060606060606,1.303030303030303,1.1025641025641026,3.995,6.365967741935484,0.1541666666666666,7.548387096774194,2,3,0.1212121212121212,15.302491103202847,13.87900355871886,6.241935483870968,1.161290322580645,17.870967741935484,1.4234875444839865,1.878787878787879
3,오승환,삼성,2.64,45,3,2,18,2,0.6,47.0,0.6,44,15,2,39,14,14,1.24,0,0,0,4,201,790,0.244,10,1,4,0,0,1,0,2020,120000.0,1.81,110000.0,3.0,4.756261441365127,1058,190.6107804910721,16,0.0,0.8666666666666667,2.6,3.995,15.590744680851063,0.1508333333333333,2.6808510638297873,3,3,0.0,19.402985074626866,7.462686567164178,7.468085106382978,8.425531914893618,16.80851063829787,11.940298507462687,0.0
5,뷰캐넌,삼성,3.45,27,15,7,0,0,0.682,174.0,0.6,172,50,7,121,71,67,1.27,1,0,18,0,728,2819,0.261,19,2,8,4,0,2,0,2020,60000.0,5.71,90000.0,0.0,4.756261441365127,1058,145.85868420186387,11,0.6666666666666666,4.481481481481482,2.42,3.995,16.437528735632185,0.9516666666666668,3.6724137931034484,3,3,12.0,16.62087912087912,6.868131868131869,6.258620689655173,8.89655172413793,16.201149425287355,9.752747252747252,6.0
6,이승현,삼성,3.48,65,1,2,0,14,0.333,54.0,0.3,45,25,0,52,22,21,1.29,0,0,0,2,226,924,0.228,7,1,3,1,1,2,0,2020,10000.0,1.24,15000.0,1.0,4.756261441365127,1058,144.60128175184784,11,0.0,0.8,2.08,3.995,14.291296296296297,1.24,3.6666666666666665,2,1,0.0,23.008849557522122,11.061946902654867,8.666666666666666,7.5,17.11111111111111,11.946902654867255,0.0
7,최채흥,삼성,3.58,26,11,6,0,0,0.647,146.0,131.0,12,51,7,123,67,58,1.25,1,1,12,0,617,2516,0.237,27,1,2,4,0,3,3,2020,7500.0,4.22,16000.0,0.0,4.756261441365127,1058,140.5621398034722,3,0.4615384615384615,4.730769230769231,2.411764705882353,3.995,4.570342465753424,5.626666666666666,4.13013698630137,2,1,5.538461538461538,19.93517017828201,8.26580226904376,7.582191780821918,0.7397260273972602,17.232876712328768,11.66936790923825,6.461538461538462
8,라이블리,삼성,4.26,21,6,7,0,0,0.462,112.0,98.0,11,39,12,95,54,53,1.22,0,0,7,0,478,1986,0.233,16,1,2,5,0,2,0,2020,50000.0,2.98,50000.0,2.0,4.756261441365127,1058,118.1249907268616,8,0.3333333333333333,4.523809523809524,2.435897435897436,3.995,4.941428571428571,0.596,4.339285714285714,3,3,2.333333333333333,19.874476987447697,8.158995815899582,7.633928571428571,0.8839285714285714,17.732142857142858,11.715481171548115,4.666666666666667
10,김윤수,삼성,4.66,61,3,5,0,12,0.375,58.0,66.0,6,31,1,41,34,30,1.67,0,0,0,3,266,1006,0.288,9,0,4,1,3,7,0,2020,3700.0,0.16,8000.0,1.0,4.756261441365127,1058,107.98550654429836,3,0.0,0.6721311475409836,1.3225806451612905,3.995,5.581206896551724,0.4324324324324324,5.275862068965517,0,0,0.0,15.413533834586465,11.654135338345863,6.362068965517241,0.9310344827586207,17.344827586206897,3.7593984962406015,0.0
11,허윤동,삼성,4.8,11,2,1,0,0,0.667,45.0,43.0,4,31,2,18,26,24,1.64,0,0,0,0,204,839,0.254,10,0,1,1,0,0,1,2020,2700.0,0.92,4500.0,3.0,4.756261441365127,1058,104.8359292700897,1,0.0,1.6363636363636365,0.5806451612903226,3.995,6.550555555555556,3.4074074074074074,5.199999999999999,0,0,0.0,8.823529411764707,15.196078431372548,3.6,0.8,18.644444444444446,-6.372549019607842,0.0
12,최지광,삼성,4.87,51,1,3,0,15,0.25,44.0,0.3,34,31,3,45,24,24,1.47,0,0,0,6,199,781,0.218,5,0,5,4,4,5,0,2020,8000.0,0.68,12000.0,3.0,4.756261441365127,1058,103.32904732986252,4,0.0,0.8823529411764706,1.4516129032258065,3.995,14.313181818181818,0.8500000000000001,4.909090909090908,1,1,0.0,22.613065326633166,15.577889447236181,9.204545454545455,6.954545454545454,17.75,7.035175879396984,0.0
13,원태인,삼성,4.89,27,6,10,0,0,0.375,140.0,162.0,19,56,5,78,84,76,1.56,0,0,11,0,626,2372,0.289,32,1,3,1,2,6,0,2020,8000.0,2.44,13000.0,0.0,4.756261441365127,1058,102.90643363935185,2,0.4074074074074074,2.888888888888889,1.3928571428571428,3.995,5.952142857142857,3.05,5.3999999999999995,1,1,4.481481481481481,12.460063897763577,8.945686900958465,5.014285714285714,1.2214285714285713,16.942857142857143,3.5143769968051117,6.518518518518519
14,김대우,삼성,5.1,28,3,7,0,1,0.3,77.0,0.6,95,26,6,37,49,44,1.56,0,0,1,0,350,1346,0.304,17,1,1,4,0,1,1,2020,11500.0,0.91,15500.0,4.0,4.756261441365127,1058,98.66910990126088,10,0.0357142857142857,1.3214285714285714,1.4230769230769231,3.995,20.319675324675327,0.791304347826087,5.7272727272727275,2,2,0.0357142857142857,10.571428571428571,7.428571428571429,4.324675324675325,11.103896103896105,17.48051948051948,3.1428571428571423,0.9642857142857143
